x1,x2,x3,z
0.173498159594416,0.625043405792069,0.191470633989024,0.773461987987821
0.0986127737483277,0.633758186043236,0.194140247785927,0.882719128519016
0.113309688258354,0.600016000426678,0.183803945359073,0.815720963101629
0.148267630169688,0.580682624685464,0.177881518730754,0.537893177067646
0.186502380285634,0.600072008641037,0.173636940193341,0.521487800863354
0.0714480501772565,0.584362460555534,0.169091222642602,0.62020072367534
0.0131615793895268,0.600072008641037,0.173636940193341,0.684080817018973
0.225352112676056,0.633802816901408,0.287127308285638,0.649433529860863
0.112676056338028,0.633802816901408,0.287127308285638,0.700724914613369
0.0999999999999999,0.6,0.185782408249967,0.664660050819584
0.102739726027397,0.616438356164384,0.190872337243117,0.561229559233125
0.167883211678832,0.656934306569343,0.212791817118993,0.565439320424222
0.108695652173913,0.652173913043478,0.301801226003653,0.662789048773987
0.188405797101449,0.652173913043478,0.301801226003653,0.594392314422645
0.26,1.48,0.474495975814251,0.777306989741244
0.3,1,0.445586185296255,0.710367338024783
0.45,1,0.445586185296255,0.724999510025477
0.6,1,0.445586185296255,0.74373704707776
0.322222222222222,0.666666666666667,0.218311111111111,1.16874344299882
0.55,0.49,0.19648,1.30488405729049
0.76,0.49,0.19648,1.23968255799077
0.350262697022767,1.0507880910683,0.286292000344737,0.441929791704295
0.0944881889763779,0.47244094488189,0.219363779527559,0.6378646997404
0.330708661417323,0.47244094488189,0.219363779527559,0.565747294368536
0.488188976377953,0.47244094488189,0.219363779527559,0.572396220539956
0.566929133858268,0.47244094488189,0.219363779527559,0.558228849993448
0.645669291338583,0.47244094488189,0.219363779527559,0.557147890865405
0.724409448818898,0.47244094488189,0.219363779527559,0.56236015200099
0.803149606299213,0.47244094488189,0.219363779527559,0.562234244634747
0.881889763779528,0.47244094488189,0.219363779527559,0.612505757202458
0.921259842519685,0.47244094488189,0.219363779527559,0.657764956240354
0.17,1.5,0.373003347922988,0.952375617929551
0.24,0.48,0.177031871866514,0.96325585114376
