x1,x2,x3,x4,x5,x6,x7,z
0.30633173986755,0,0.826501840405584,1,0.173498159594416,0.625043405792069,0,0.879113164677011
0.30633173986755,0,0.901387226251672,1,0.0986127737483277,0.633758186043236,0,0.900082007850242
0.30633173986755,0,0.886690311741646,1,0.113309688258354,0.600016000426678,0,0.853213647253828
0.30633173986755,0,0.851732369830312,1,0.148267630169688,0.580682624685464,0,0.594417804021571
0.289360172934197,0,0.813497619714366,1,0.186502380285634,0.600072008641037,0,0.585823979582305
0.289360172934197,0,0.928551949822743,1,0.0714480501772565,0.584362460555534,0,0.580459352654446
0.289360172934197,0,0.986838420610473,1,0.0131615793895268,0.600072008641037,0,0.572119060229619
0.453023086406228,0,0.774647887323944,1,0.225352112676056,0.633802816901408,0,0.730704256700897
0.453023086406228,0,0.887323943661972,1,0.112676056338028,0.633802816901408,0,0.718863515402219
0.309637347083278,0,0.9,1,0.0999999999999999,0.6,0,0.686802540359122
0.309637347083278,0,0.897260273972603,1,0.102739726027397,0.616438356164384,0,0.582235418694892
0.323916432725578,0,0.832116788321168,1,0.167883211678832,0.656934306569343,0,0.65923050308208
0.462761879872267,0,0.891304347826087,1,0.108695652173913,0.652173913043478,0,0.688878557639832
0.462761879872267,0,0.811594202898551,1,0.188405797101449,0.652173913043478,0,0.658418352540228
0.320605389063683,0,0.74,1,0.26,1.48,0,0.960980245113085
0.445586185296255,0,0.7,1,0.3,1,0,0.776830581471643
0.445586185296255,0,0.55,1,0.45,1,0,0.864813749751444
0.445586185296255,0,0.4,1,0.6,1,0,0.957714903061792
0.327466666666667,0,0.677777777777778,1,0.322222222222222,0.666666666666667,0,1.31852744471376
0.400979591836735,0,0.45,1,0.55,0.49,0,1.56354650428396
0.400979591836735,0,0.24,1,0.76,0.49,0,1.67309783097087
0.272454553661408,0,0.649737302977233,1,0.350262697022767,1.0507880910683,0,0.575638715436926
0.46432,0,0.905511811023622,1,0.0944881889763779,0.47244094488189,0,0.646142025778336
0.46432,0,0.669291338582677,1,0.330708661417323,0.47244094488189,0,0.685668398835738
0.46432,0,0.511811023622047,1,0.488188976377953,0.47244094488189,0,0.767356586608158
0.46432,0,0.433070866141732,1,0.566929133858268,0.47244094488189,0,0.784120032887644
0.46432,0,0.354330708661417,1,0.645669291338583,0.47244094488189,0,0.818076593344108
0.46432,0,0.275590551181102,1,0.724409448818898,0.47244094488189,0,0.861332899930113
0.46432,0,0.196850393700787,1,0.803149606299213,0.47244094488189,0,0.896591161721739
0.46432,0,0.118110236220472,1,0.881889763779528,0.47244094488189,0,1.01524039256082
0.46432,0,0.078740157480315,1,0.921259842519685,0.47244094488189,0,1.11079929118092
0.248668898615326,0,0.83,1,0.17,1.5,0,0.921464848591132
0.368816399721904,0,0.76,1,0.24,0.48,0,1.13959666010949
